47.54219055,-14.61394691,702.36267090
47.54219055,-14.60027504,701.99560547
47.54219055,-14.55535316,701.24340820
47.54219055,-14.56121254,701.10559082
47.54219055,-14.57097816,700.95172119
47.54219055,-14.58465004,700.80493164
47.54219055,-14.56511879,700.35382080
47.54219055,-14.54168129,700.03479004
47.54219055,-14.52410316,699.66436768
47.54219055,-14.51629066,699.60845947
47.54219055,-14.51629066,699.31555176
47.54219055,-14.51629066,698.59869385
47.54219055,-14.51629066,698.02307129
47.54219055,-14.50457191,697.45916748
47.54219055,-14.53777504,696.64031982
47.54219055,-14.51433754,696.06225586
47.54219055,-14.52019691,695.65234375
47.54219055,-14.52800941,695.22265625
47.54219055,-14.55730629,694.43847656
47.54219055,-14.56511879,694.24176025
47.54219055,-14.58660316,694.09545898
47.54219055,-14.57879066,693.95251465
47.54219055,-14.53972816,693.94421387
47.54219055,-14.52019691,693.80859375
47.54219055,-14.52019691,693.65692139
47.54219055,-14.50847816,693.51086426
47.54219055,-14.49285316,693.21801758
47.54219055,-14.49285316,692.64770508
47.54219055,-14.49675941,692.34771729
47.54219055,-14.52215004,691.71502686
47.54219055,-14.52215004,691.41198730
47.54219055,-14.52019691,690.60766602
47.54219055,-14.51433754,690.47491455
47.54219055,-14.51238441,690.02380371
47.54219055,-14.48699379,689.85736084
47.54219055,-14.47722816,689.71514893
47.54219055,-14.46941566,689.55334473
47.54219055,-14.45965004,689.40899658
47.54219055,-14.45183754,689.25909424
47.54219055,-14.44207191,689.11462402
47.54219055,-14.43425941,688.99444580
47.54219055,-14.41668129,688.88885498
47.54219055,-14.41277504,688.63336182
47.54219055,-14.44011879,687.86877441
47.54219055,-14.44402504,687.82073975
47.54219055,-14.44793129,687.43341064
47.54219055,-14.43230629,687.27954102
47.54219055,-14.42644691,687.13372803
47.54219055,-14.45574379,686.62762451
47.54219055,-14.50066566,686.09924316
47.54219055,-14.49090004,685.54193115
47.54219055,-14.49285316,685.20343018
47.54219055,-14.49480629,684.63220215
47.54219055,-14.49090004,684.33013916
47.54219055,-14.48699379,684.15740967
47.54219055,-14.47332191,684.00012207
47.54219055,-14.46746254,683.87365723
47.54219055,-14.46941566,683.70214844
47.54219055,-14.46160316,683.41052246
47.54219055,-14.45769691,683.24481201
47.54219055,-14.45574379,682.97399902
47.54219055,-14.45183754,682.78814697
47.54219055,-14.43816566,682.64642334
47.54219055,-14.43230629,682.24548340
47.54219055,-14.43425941,681.70361328
47.54219055,-14.42254066,681.67614746
47.54219055,-14.41863441,681.57403564
47.54219055,-14.42254066,681.42370605
47.54219055,-14.40886879,681.29437256
47.54219055,-14.40105629,681.16088867
47.54219055,-14.47918129,680.35473633
47.54219055,-14.45965004,680.19940186
47.54219055,-14.47918129,679.42419434
47.54219055,-14.47527504,679.11462402
47.54219055,-14.47918129,678.95837402
47.54219055,-14.46355629,678.80883789
47.54219055,-14.44402504,678.66949463
47.54219055,-14.44207191,678.53485107
47.54219055,-14.43621254,678.40185547
47.54219055,-14.43621254,678.25427246
47.54219055,-14.44011879,678.11450195
47.54219055,-14.43816566,677.97674561
47.54219055,-14.46160316,677.67346191
47.54219055,-14.52996254,676.96142578
47.54219055,-14.57683754,676.77099609
47.54219055,-14.55730629,676.63555908
47.54219055,-14.54949379,676.51135254
47.54219055,-14.50847816,676.23321533
47.54219055,-14.44988441,675.35455322
47.54219055,-14.43425941,674.87219238
47.54219055,-14.42840004,674.72265625
47.54219055,-14.43621254,674.57904053
47.54219055,-14.44402504,674.44024658
47.54219055,-14.43425941,674.16601563
47.54219055,-14.44597816,674.01873779
47.54219055,-14.44011879,673.73626709
47.54219055,-14.45183754,673.57952881
47.54219055,-14.45574379,673.04876709
47.54219055,-14.47136879,672.90563965
47.54219055,-14.48308754,672.38671875
47.54219055,-14.50652504,672.07208252
47.54219055,-14.51043129,671.91070557
47.54219055,-14.52410316,671.50268555
47.54219055,-14.51629066,671.36651611
47.54219055,-14.50066566,671.22692871
47.54219055,-14.49871254,671.07635498
47.54219055,-14.49675941,670.71020508
47.54219055,-14.48113441,670.52514648
47.54219055,-14.46746254,670.34564209
47.54219055,-14.45574379,669.66033936
47.54219055,-14.44402504,668.82427979
47.54219055,-14.44402504,668.52703857
47.54219055,-14.44402504,667.97375488
47.54219055,-14.45183754,667.69781494
47.54219055,-14.46355629,667.40637207
47.54219055,-14.47527504,666.65850830
47.54219055,-14.46941566,666.50909424
47.54219055,-14.45769691,666.05651855
47.54219055,-14.43621254,665.89544678
47.54219055,-14.41277504,665.11639404
47.54219055,-14.42449379,664.95507813
47.54219055,-14.42840004,664.64080811
47.54219055,-14.44207191,664.47143555
47.54219055,-14.46550941,664.33361816
47.54219055,-14.44793129,663.54364014
47.54219055,-14.45183754,663.02783203
47.54219055,-14.45965004,662.89392090
47.54219055,-14.45379066,662.15625000
47.54219055,-14.46160316,661.70056152
47.54219055,-14.43816566,661.56372070
47.54219055,-14.43621254,661.08758545
47.54219055,-14.43230629,660.77075195
47.54219055,-14.42840004,660.60748291
47.54219055,-14.42449379,660.12957764
47.54219055,-14.44793129,659.62707520
47.54219055,-14.47527504,659.45605469
47.54219055,-14.48113441,659.30780029
47.54219055,-14.51238441,659.00207520
47.54219055,-14.44793129,658.48193359
47.54219055,-14.42449379,658.04223633
47.54219055,-14.42644691,657.87652588
47.54219055,-14.43816566,657.71936035
47.54219055,-14.43816566,657.57543945
47.54219055,-14.46160316,657.44000244
47.54219055,-14.45965004,656.94360352
47.54219055,-14.42254066,656.14898682
47.54219055,-14.45183754,655.50799561
47.54219055,-14.48308754,655.50830078
47.54219055,-14.48504066,655.19238281
47.54219055,-14.45769691,655.05932617
47.54219055,-14.43425941,654.27740479
47.54219055,-14.44402504,654.09155273
47.54219055,-14.44988441,653.89483643
47.54219055,-14.45769691,653.69976807
47.54219055,-14.45769691,653.32720947
47.54219055,-14.45574379,652.76007080
47.54219055,-14.47527504,652.44366455
47.54219055,-14.48504066,652.01104736
47.54219055,-14.51043129,651.84893799
47.54219055,-14.52019691,650.98657227
47.54219055,-14.54168129,650.82714844
